Job_Title,Location,Salary,Monthly_Salary,Locality,State
Life Insurance Advisor,"Cannanore, Kerala","₹25,000 - ₹50,000 a month",37500.0,Remote,Kerala
Cashier,"Kollam, Kerala","₹12,000 - ₹15,000 a month",13500.0,Remote,Kerala
Research Analyst-(Entry level job for freshers),"Mohali, Punjab","₹7,000 - ₹10,000 a month",8500.0,Remote,Punjab
BE/MCA Fresher,"Indore, Madhya Pradesh",Not specified,19250.0,Remote,Madhya Pradesh
Fresh Graduates,"Bengaluru, Karnataka",Not specified,19250.0,Remote,Karnataka
Personal Assistant,"Jaipura, Rajasthan","₹20,000 - ₹30,000 a month",25000.0,Remote,Rajasthan
Graphic Designer - Fresher,"Madurai, Tamil Nadu",Not specified,19250.0,Remote,Tamil Nadu
Technical Graduate Apprentice - India UHR,"Bengaluru, Karnataka",Not specified,19250.0,Remote,Karnataka
Education Consultant,"Kasaragod, Kerala","₹12,000 - ₹25,000 a month",18500.0,Remote,Kerala
Warehouse Incharge,"Payyannur, Kerala","₹20,000 - ₹28,000 a month",24000.0,Remote,Kerala
Research Trainee,"Denkanikota, Tamil Nadu",Not specified,19250.0,Remote,Tamil Nadu
Accessories Incharge,"Alleppey, Kerala","₹14,000 - ₹18,000 a month",16000.0,Remote,Kerala
TRAINEE,Kerala,Not specified,19250.0,Kerala,Kerala
Brand Collaborator,"Hyderabad, Telangana","₹15,000 - ₹20,000 a month",17500.0,Remote,Telangana
Trainee Digital(Freshers - BSc/BCA/MCA),Remote,"Up to ₹15,000 a month",19250.0,Remote,Remote
General Basic Workers,"Pudukkottai, Tamil Nadu",Not specified,19250.0,Remote,Tamil Nadu
Medical Scribe,"Tenkasi, Tamil Nadu","₹10,000 - ₹12,000 a month",11000.0,Remote,Tamil Nadu
Data Analyst Trainee,"Visakhapatnam, Andhra Pradesh",Not specified,19250.0,Remote,Andhra Pradesh
ATM Service Engineer,"Salem, Tamil Nadu","₹18,000 - ₹24,000 a month",21000.0,Remote,Tamil Nadu
Organic Chemist - Trainee - 2024,"Ahmedabad, Gujarat",Not specified,19250.0,Remote,Gujarat
Factory Incharge,"Thane, Maharashtra","₹40,000 - ₹65,000 a month",52500.0,Remote,Maharashtra
Machine Learning,"Noida, Uttar Pradesh","₹18,000 - ₹30,000 a month",24000.0,Remote,Uttar Pradesh
Graduate Trainee - Pickling,"Mahesana, Gujarat",Not specified,19250.0,Remote,Gujarat
Off Campus Hiring for Fresher Batch 2023 - 24,"Mohali, Punjab","₹3,00,000 - ₹5,00,000 a year",400000.0,Remote,Punjab
Associate Trainee,"Indore, Madhya Pradesh",Not specified,19250.0,Remote,Madhya Pradesh
Software Trainee Programmer,"Jubilee Hills, Hyderabad, Telangana",Not specified,19250.0,Jubilee Hills,Telangana
Helper - Male Only,"Coimbatore, Tamil Nadu","₹8,000 - ₹12,000 a month",10000.0,Remote,Tamil Nadu
Graphic Designer,"Palghat, Kerala","From ₹9,598.81 a month",19250.0,Remote,Kerala
Technical Executive,"Bengaluru, Karnataka","₹30,000 - ₹40,000 a month",35000.0,Remote,Karnataka
Teaching & non Teaching,"Bikaner, Rajasthan","From ₹20,000 a month",19250.0,Remote,Rajasthan
Data Entry Operator,"Bengaluru, Karnataka",Not specified,19250.0,Remote,Karnataka
Database Administrators,"Chennai, Tamil Nadu",Not specified,19250.0,Remote,Tamil Nadu
Trainee Associate,"Hyderabad, Telangana",Not specified,19250.0,Remote,Telangana
DMO,"Nizamabad, Telangana","₹40,000 - ₹50,000 a month",45000.0,Remote,Telangana
Web Designers,"Kochi, Kerala",Not specified,19250.0,Remote,Kerala
CA Fresher / Final Group (Pursuing),"Gwalior, Madhya Pradesh",Not specified,19250.0,Remote,Madhya Pradesh
Personal Secretary,"Noida, Uttar Pradesh","₹75,000 - ₹80,000 a month",77500.0,Remote,Uttar Pradesh
Anchor,"Kochi, Kerala","₹15,000 - ₹25,000 a month",20000.0,Remote,Kerala
Human Resource Intern,"Purasawalkam, Chennai, Tamil Nadu",Not specified,19250.0,Purasawalkam,Tamil Nadu
Software Trainer,"Todupulai, Kerala","From ₹12,000 a month",19250.0,Remote,Kerala
Modelling,"Delhi, Delhi","From ₹10,000 a day",19250.0,Remote,Delhi
Block Coordinator,"Kidwaipuri, Patna, Bihar","₹12,000 - ₹25,000 a month",18500.0,Kidwaipuri,Bihar
Assistant Professor / Associate Professor / Professor,Chandigarh,Not specified,19250.0,Chandigarh,Chandigarh
Data Entry Operator/Computer Operator,"Raigarh, Chhattisgarh","₹10,000 - ₹20,000 a month",15000.0,Remote,Chhattisgarh
Graduate Trainee,"Bengaluru, Karnataka","₹9,000 a month",9000.0,Remote,Karnataka
Computer staff - (Female) for kollam,"Kollam, Kerala","₹8,000 - ₹10,000 a month",9000.0,Remote,Kerala
HR Trainee,"Coimbatore, Tamil Nadu",Not specified,19250.0,Remote,Tamil Nadu
Assistant Professor,"Champa, Chhattisgarh","₹25,000 - ₹35,000 a month",30000.0,Remote,Chhattisgarh
Hubli - Fresh Graduates for English Ad Design,"Hubli, Karnataka","₹11,150 - ₹25,000 a month",18075.0,Remote,Karnataka
Sales Associate,"Dehradun, Uttarakhand","₹18,000 - ₹21,000 a month",19500.0,Remote,Uttarakhand
Media Intern (Admin & Teaching),"Nashik, Maharashtra","₹5,000 - ₹6,000 a month",5500.0,Remote,Maharashtra
Sound Engineer,"Navi Mumbai, Maharashtra",Not specified,19250.0,Remote,Maharashtra
Associate Trainee- Fresher,"Indore, Madhya Pradesh",Not specified,19250.0,Remote,Madhya Pradesh
Computer Operator,"Mandvi, Gujarat","₹12,000 - ₹15,000 a month",13500.0,Remote,Gujarat
Quality Assurance,"Borivali East, Mumbai, Maharashtra",Not specified,19250.0,Borivali East,Maharashtra
Data entry operater,"Vadapalani, Chennai, Tamil Nadu","₹15,000 - ₹25,000 a month",20000.0,Vadapalani,Tamil Nadu
Brand Collaborator,"Bengaluru, Karnataka","₹15,000 - ₹20,000 a month",17500.0,Remote,Karnataka
Fresher Opportunity for the post of Mechanical Trainee Engineer,"Bengaluru, Karnataka",Not specified,19250.0,Remote,Karnataka
Admin,"Mysuru, Karnataka","Up to ₹20,000 a month",19250.0,Remote,Karnataka
Fresher Full stack developer,"Kottayam, Kerala","₹9,000 - ₹13,000 a month",11000.0,Remote,Kerala
TRAINEE,"Tanuku, Andhra Pradesh",Not specified,19250.0,Remote,Andhra Pradesh
fresher electronics engineer,"Kochi, Kerala",Not specified,19250.0,Remote,Kerala
Assistant Supervisor,"Rajender Nagar, Delhi, Delhi","₹16,000 - ₹21,000 a month",18500.0,Rajender Nagar,Delhi
Assistant Store Keeper,"Aluva, Kerala","₹12,000 - ₹17,500 a month",14750.0,Remote,Kerala
Field Information Officer,"Bhubaneswar, Orissa","₹20,000 - ₹25,000 a month",22500.0,Remote,Orissa
FEMALE OFFICE STAFF,"Kollam, Kerala",Not specified,19250.0,Remote,Kerala
Trainee,"Ahmedabad, Gujarat",Not specified,19250.0,Remote,Gujarat
Intern / Trainee,"Pune, Maharashtra",Not specified,19250.0,Remote,Maharashtra
IPQA Officer,"Kala Amb, Himachal Pradesh","From ₹20,000 a month",19250.0,Remote,Himachal Pradesh
Business Analyst (Fresher),"Chennai, Tamil Nadu",Not specified,19250.0,Remote,Tamil Nadu
Trainee Admission Officer,"Mysuru, Karnataka","₹3,00,000 - ₹6,00,000 a year",450000.0,Remote,Karnataka
GET (Graduate Engineer Trainee),"Erode, Tamil Nadu","₹15,000 - ₹20,000 a month",17500.0,Remote,Tamil Nadu
Trainee programmers,"Chennai, Tamil Nadu",Not specified,19250.0,Remote,Tamil Nadu
Trainee Environmental Specialist,"Hyderabad, Telangana",Not specified,19250.0,Remote,Telangana
Receptionist (Urgent),"Darjiling, West Bengal",Not specified,19250.0,Remote,West Bengal
QA Game Tester,"Pune District, Maharashtra","₹18,000 a month",18000.0,Remote,Maharashtra
For fresher(IT Sales),"Madurai, Tamil Nadu","Up to ₹1,20,000.53 a year",19250.0,Remote,Tamil Nadu
Junior Associate,"Mysuru, Karnataka","₹17,000 - ₹19,000 a month",18000.0,Remote,Karnataka
CAD Designer,"Ambattur, Chennai, Tamil Nadu","From ₹16,500 a month",19250.0,Ambattur,Tamil Nadu
Behavioural Trainer- Fresher,"Bengaluru, Karnataka","₹18,000 - ₹20,000 a month",19000.0,Remote,Karnataka
Quality Analyst Intern,"Satellite, Ahmedabad, Gujarat","₹5,000 - ₹7,000 a month",6000.0,Satellite,Gujarat
Jr. Accounts Executive,"Kochi, Kerala",Not specified,19250.0,Remote,Kerala
AR Caller Trainee,"Coimbatore, Tamil Nadu","Up to ₹50,000 a month",19250.0,Remote,Tamil Nadu
Pizzahut Team member,"Devanhalli, Karnataka","₹15,500 - ₹20,800 a month",18150.0,Remote,Karnataka
Document Scanning,"Moshi, Pune, Maharashtra","From ₹12,000 a month",19250.0,Moshi,Maharashtra
"Proofreading, Quality Control & Copy Editing - Freshers Also Welcome","Coimbatore, Tamil Nadu","₹1,05,842.90 - ₹3,63,348.95 a year",234595.925,Remote,Tamil Nadu
QA Trainee,"Noida, Uttar Pradesh",Not specified,19250.0,Remote,Uttar Pradesh
Pharma Freshers,"Mumbai Central, Mumbai, Maharashtra","₹2,50,000 - ₹3,50,000 a month",300000.0,Mumbai Central,Maharashtra
Human Resource,"Lucknow, Uttar Pradesh","₹3,00,000 - ₹8,00,000 a year",550000.0,Remote,Uttar Pradesh
Project Billing Specialist,"Shivaji Nagar, Pune, Maharashtra","₹18,000 - ₹25,000 a month",21500.0,Shivaji Nagar,Maharashtra
Data Entry Intern,Remote,"₹2,000 - ₹4,000 a month",3000.0,Remote,Remote
Management Trainee(Financial Planning & Investments) (Job location:- Vadodara Only),"Vadodara, Gujarat","₹18,000 - ₹45,000 a month",31500.0,Remote,Gujarat
Accounting Trainee,India,Not specified,19250.0,India,India
Programmer,"Kochi, Kerala",Not specified,19250.0,Remote,Kerala
Python Developer,Remote,Not specified,19250.0,Remote,Remote
Documentation(Freshers),"Kottayam, Kerala","Up to ₹18,000 a month",19250.0,Remote,Kerala
Bouncer,"Mumbai, Maharashtra","₹25,000 - ₹35,000 a month",30000.0,Remote,Maharashtra
International Business Development Executive,"Salem, Tamil Nadu",Not specified,19250.0,Remote,Tamil Nadu
MEDICAL REPRESENTATIVE VACANCY,"Bolpur, West Bengal","₹15,000 - ₹20,000 a month",17500.0,Remote,West Bengal
Programme Coordinator,"Kodungallur, Kerala","From ₹3,00,000 a year",19250.0,Remote,Kerala
Delivery Boy,"Kottayam, Kerala","₹15,000 - ₹25,000 a month",20000.0,Remote,Kerala
Graduate Engineer Trainee (GET),"Tiruchchirappalli, Tamil Nadu",Not specified,19250.0,Remote,Tamil Nadu
3D Modeling Artist,"Kazhakoottam, Thiruvananthapuram, Kerala","₹20,000 a month",20000.0,Kazhakoottam,Kerala
Virtual Scribe Trainee,"Hubli, Karnataka","₹30,000 - ₹35,000 a month",32500.0,Remote,Karnataka
INTERNSHIP -HR (NON-PAID),"Kochi, Kerala",Not specified,19250.0,Remote,Kerala
Executive - AO&CS,"Kochi, Kerala",Not specified,19250.0,Remote,Kerala
Delivery Partner/Delivery Executive,"Bengaluru, Karnataka","₹20,000 - ₹60,000 a month",40000.0,Remote,Karnataka
Data Analyst,"Chennai, Tamil Nadu","From ₹4,00,000 a year",19250.0,Remote,Tamil Nadu
Graduate Trainee,"Kochi, Kerala","₹15,000 - ₹20,000 a month",17500.0,Remote,Kerala
Business Analyst,"Saravanampatti, Coimbatore, Tamil Nadu",Not specified,19250.0,Saravanampatti,Tamil Nadu
Data Entry Operator,"Nagercoil, Tamil Nadu","From ₹2,00,000 a year",19250.0,Remote,Tamil Nadu
Client Care Trainee,"Bengaluru, Karnataka",Not specified,19250.0,Remote,Karnataka
Database Administrator,"Chennai, Tamil Nadu","₹19,457.51 - ₹71,405.55 a month",45431.53,Remote,Tamil Nadu
Roto Artist,"Pune, Maharashtra",Not specified,19250.0,Remote,Maharashtra
Trainee / Executive Medical Coding,"Salem, Tamil Nadu",Not specified,19250.0,Remote,Tamil Nadu
HR recruitment officer,"Tiruppur, Tamil Nadu","₹20,000 - ₹25,000 a month",22500.0,Remote,Tamil Nadu
Assisstant Resource Manager_Construction Projects,"Bengaluru, Karnataka","Up to ₹18,000 a month",19250.0,Remote,Karnataka
Data Entry Operator (DEO),"INDERLOK, Delhi, Delhi","₹10,720.27 - ₹21,705.17 a month",16212.72,INDERLOK,Delhi
Software Engineer Trainee,"Chennai, Tamil Nadu","₹3,60,000 - ₹4,00,000 a year",380000.0,Remote,Tamil Nadu
Hiring Graduates,"Tiruchchirappalli, Tamil Nadu","₹11,000 - ₹11,200 a month",11100.0,Remote,Tamil Nadu
HR Trainee,"Pune, Maharashtra","₹2,00,000 - ₹3,50,000 a month",275000.0,Remote,Maharashtra
Social Media Influencer,Remote,"₹9,334.49 - ₹14,000.00 a month",11667.245,Remote,Remote
Social media intern,Remote,Not specified,19250.0,Remote,Remote
Counsellor,Remote,Not specified,19250.0,Remote,Remote
HR TRAINEE,"Calicut, Kerala","₹15,000 - ₹18,000 a month",16500.0,Remote,Kerala
JOB DRIVE @ Trivandrum,"Thiruvananthapuram, Kerala","₹15,000 - ₹35,000 a month",25000.0,Remote,Kerala
Store Officer,"Todupulai, Kerala","₹10,000 - ₹20,000 a month",15000.0,Remote,Kerala
Trainee Engineer Civil,"Thiruvananthapuram, Kerala",Not specified,19250.0,Remote,Kerala
Regulatory,"Borivali East, Mumbai, Maharashtra",Not specified,19250.0,Borivali East,Maharashtra
Trainee Research Assistant,India,Not specified,19250.0,India,India
Software Trainee,"Valasaravakkam, Chennai, Tamil Nadu",Not specified,19250.0,Valasaravakkam,Tamil Nadu
General Manager,"Erode, Tamil Nadu","₹15,000 - ₹25,000 a month",20000.0,Remote,Tamil Nadu
Billing Clerk,"Ganapathi, Coimbatore, Tamil Nadu","₹8,000 - ₹12,000 a month",10000.0,Ganapathi,Tamil Nadu
Brand Promoter,"Edapalli, Kerala","₹5,000 - ₹20,000 a month",12500.0,Remote,Kerala
Vacancy for Fresher Graduate 8O13927285,"Maldah, West Bengal","₹15,000 - ₹20,000 a month",17500.0,Remote,West Bengal
Diploma Trainee,"Hubli, Karnataka","₹16,000 - ₹20,000 a month",18000.0,Remote,Karnataka
Data Entry (Work From Office - Female- Fresher),"Chennai, Tamil Nadu","₹10,000 - ₹15,000 a month",12500.0,Remote,Tamil Nadu
Customer Success Associate,Remote,"₹15,000 a month",15000.0,Remote,Remote
Video Analyst Trainee - Fresher,"Bengaluru, Karnataka",Not specified,19250.0,Remote,Karnataka
Officer - AO&CS,"Kochi, Kerala",Not specified,19250.0,Remote,Kerala
HR Team,"Saravanampatti, Coimbatore, Tamil Nadu",Not specified,19250.0,Saravanampatti,Tamil Nadu
Quality Analyst Fresher,"Sanjeeva Reddy Nagar, Hyderabad, Telangana","₹18,000 - ₹25,000 a month",21500.0,Sanjeeva Reddy Nagar,Telangana
Facilitator,"Jaipur, Rajasthan",Not specified,19250.0,Remote,Rajasthan
Analyst – Healthcare,"Bengaluru, Karnataka",Not specified,19250.0,Remote,Karnataka
Application Developer,"Perungudi, Chennai, Tamil Nadu","From ₹18,870 a month",19250.0,Perungudi,Tamil Nadu
Ticketing Executive,"Nagpur, Maharashtra","₹8,000 - ₹20,000 a month",14000.0,Remote,Maharashtra
Technical Analysts - Trainee,"Bandra, Mumbai, Maharashtra",Not specified,19250.0,Bandra,Maharashtra
Delivery Executive/Delivery Partner,Delhi,"₹18,000 - ₹35,000 a month",26500.0,Delhi,Delhi
Freshers/TraineesRegister,"Noida, Uttar Pradesh",Not specified,19250.0,Remote,Uttar Pradesh
Video Editor,Remote,Not specified,19250.0,Remote,Remote
Fresher Data Entry Operator (DEO),"JNU New Campus, Delhi, Delhi","₹13,200 - ₹19,000 a month",16100.0,JNU New Campus,Delhi
Adonis Manufacturing Pvt Ltd ( Freshers Hiring Permanent ),"Sriperumpudur, Chennai, Tamil Nadu","₹15,000 - ₹20,000 a month",17500.0,Sriperumpudur,Tamil Nadu
Sales Executive,"Dehradun, Uttarakhand","From ₹8,086 a month",19250.0,Remote,Uttarakhand
Billing Executive,"Gopichettipalaiyam, Tamil Nadu","₹12,000 - ₹15,000 a month",13500.0,Remote,Tamil Nadu
Internal Stock Audit,"Vellore, Tamil Nadu",Not specified,19250.0,Remote,Tamil Nadu
Trainee Mechanical,"Kochi, Kerala",Not specified,19250.0,Remote,Kerala
Research Assistant,"Nagercoil, Tamil Nadu","₹1,44,000 - ₹1,80,000 a year",162000.0,Remote,Tamil Nadu
Regional Language Content Writer (On-site Job),"Noida, Uttar Pradesh","₹18,000 - ₹25,000 a month",21500.0,Remote,Uttar Pradesh
Hiring MBA Freshers,"Kochi, Kerala","₹5,000 - ₹18,000 a month",11500.0,Remote,Kerala
Management Trainee,"Mumbai, Maharashtra","₹5,00,000 - ₹7,00,000 a year",600000.0,Remote,Maharashtra
Manager Tumble Dry,"Ambattur, Chennai, Tamil Nadu","₹13,000 - ₹20,000 a month",16500.0,Ambattur,Tamil Nadu
Cloud Support Trainee,"Calicut, Kerala",Not specified,19250.0,Remote,Kerala
Public Relations Coordinator,"Kochi, Kerala","₹20,000 - ₹50,000 a month",35000.0,Remote,Kerala
Trainee - Digital,Remote,"Up to ₹15,000 a month",19250.0,Remote,Remote
Hindi Tele sale Voice Process. Jayanagar Bangalore- Only Fresher,"Jayanagar, Bengaluru, Karnataka","₹18,000 - ₹25,000 a month",21500.0,Jayanagar,Karnataka
Course Councillor fresher,"Kochi, Kerala",Not specified,19250.0,Remote,Kerala
Data Entry Executive,Remote,"₹10,203.72 - ₹35,311.73 a month",22757.725,Remote,Remote
Fire Engineer (Fresher),"Kochi, Kerala","₹40,000 - ₹60,000 a month",50000.0,Remote,Kerala
Management Trainee - Talent Acquisition,"Mumbai, Maharashtra",Not specified,19250.0,Remote,Maharashtra
Hiring Freshers ! AR Trainee -RCM,"Kochi, Kerala","₹9,831.16 - ₹20,000.00 a month",14915.58,Remote,Kerala
Data Research Trainee,"Pune, Maharashtra",Not specified,19250.0,Remote,Maharashtra
Multimedia Educator fresher,Delhi,"₹2,00,000 - ₹3,00,000 a year",250000.0,Delhi,Delhi
RO/SRO/ABM – Business Operations,India,Not specified,19250.0,India,India
STATE BANK OF INDIA,"Puducherry, Puducherry","₹13,000 - ₹18,000 a month",15500.0,Remote,Puducherry
Managers,"Kochi, Kerala","₹25,000 - ₹60,000 a month",42500.0,Remote,Kerala
Fresher BE Graduates,"Vasco Da Gama, Goa",Not specified,19250.0,Remote,Goa
Store Keeper,"Kochi, Kerala","₹15,000 - ₹17,000 a month",16000.0,Remote,Kerala
Contract Data Analyst,"Navi Mumbai, Maharashtra",Not specified,19250.0,Remote,Maharashtra
Trainee Engineers,"Bengaluru, Karnataka",Not specified,19250.0,Remote,Karnataka
Research Associate - Freshers,"Banaswadi, Bengaluru, Karnataka",Not specified,19250.0,Banaswadi,Karnataka
Early Career Trainee,"Kochi, Kerala",Not specified,19250.0,Remote,Kerala
Data Processor - Business Analytics,"Technopark, Thiruvananthapuram, Kerala","₹20,000 - ₹40,000 a month",30000.0,Technopark,Kerala
Territory Sales Officer (Pathanamthitta),"Pathanamthitta, Kerala","₹3,00,000 - ₹4,00,000 a year",350000.0,Remote,Kerala
Cashiers,"Bengaluru, Karnataka",Not specified,19250.0,Remote,Karnataka
voice process,Remote,Not specified,19250.0,Remote,Remote
Research Analyst,"Pune, Maharashtra",Not specified,19250.0,Remote,Maharashtra
Content Trainee,Remote,Not specified,19250.0,Remote,Remote
Fresher-BCOM,"Delhi, Delhi","₹15,000 - ₹20,000 a month",17500.0,Remote,Delhi
Trainee,"Jeedimetla, Hyderabad, Telangana",Not specified,19250.0,Jeedimetla,Telangana
Management Trainee (Marketing)- Only Male Candidates,"Pathanamthitta, Kerala","₹10,000 - ₹15,000 a month",12500.0,Remote,Kerala
Fresher hiring for BDE role,"Chennai, Tamil Nadu","₹3,00,000 - ₹4,50,000 a year",375000.0,Remote,Tamil Nadu
HR Trainee,"Edappal, Kerala","₹8,000 - ₹10,000 a month",9000.0,Remote,Kerala
